20250000006,2025-01-01 00:04:00,2025-01-01 01:28:00,Lisboa,38.9747222222222,-9.35027777777778,7.3600001335144,19.0,455.799987792969,3.21000003814697,34.5,84.4000015258789,127.281,19.3969,21.833643916106052,54.429643924090406,11.847102361713635,0.04,1.4,1.0,0.0
20250000026,2025-01-01 00:10:00,2025-01-01 01:47:00,Lisboa,38.9958333333333,-9.3275,7.94999980926514,20.1000003814697,482.200012207031,3.38000011444092,36.4000015258789,84.4000015258789,74.7619,21.5019,21.833643916106052,54.429643924090406,11.847102361713635,0.003,1.6166666666666667,1.0,0.0
20250000039,2025-01-01 00:13:00,2025-01-01 00:34:00,Aveiro,40.495,-8.66527777777778,3.85999989509583,11.3999996185303,110.300003051758,2.5699999332428,18.1000003814697,84.5,23.9481,1.0758,21.833643916106052,54.429643924090406,11.847102361713635,0.0038,0.35,1.0,0.0
20250000150,2025-01-01 00:37:00,2025-01-01 00:52:00,Lisboa,38.7330499998728,-9.4126379998525,7.01999998092651,21.2999992370605,369.399993896484,2.90000009536743,37.2000007629395,84.3000030517578,111.262,5.39591,21.833643916106052,54.429643924090406,11.847102361713635,0.0003,0.25,1.0,0.0
20250000254,2025-01-01 00:52:00,2025-01-01 01:57:00,Viana do Castelo,41.7373980000284,-8.86129199981689,4.48999977111816,8.0,28.7000007629395,4.28000020980835,9.5,84.6999969482422,305.908,23.079,21.833643916106052,54.429643924090406,11.847102361713635,0.001,1.0833333333333333,1.0,0.0
20250000912,2025-01-01 05:05:00,2025-01-01 05:28:00,Setúbal,38.6046599997415,-8.70850000010596,6.48999977111816,25.8999996185303,409.899993896484,2.33999991416931,44.7000007629395,84.8000030517578,2.48875,1.80681,21.833643916106052,54.429643924090406,11.847102361713635,0.0029,0.38333333333333336,1.0,5.0
20250001593,2025-01-01 10:12:00,2025-01-01 10:40:00,Faro,37.1220920001136,-8.39456199963888,13.2200002670288,34.7999992370605,311.299987792969,4.69000005722046,54.4000015258789,87.1999969482422,39.2031,6.93646,21.833643916106052,54.429643924090406,11.847102361713635,0.0001,0.4666666666666667,1.0,10.0
20250002780,2025-01-01 14:56:00,2025-01-01 16:03:00,Porto,41.2731520001094,-8.67518000019921,2.54999995231628,7.59999990463257,28.1000003814697,2.72000002861023,9.10000038146973,83.6999969482422,60.0238,3.90616,21.833643916106052,54.429643924090406,11.847102361713635,0.18,1.1166666666666667,1.0,14.0
20250003004,2025-01-01 15:52:00,2025-01-01 16:41:00,Porto,41.2604480001662,-8.37729500028822,2.04999995231628,7.30000019073486,24.6000003814697,2.44000005722046,8.39999961853027,83.5999984741211,273.07,8.31115,21.833643916106052,54.429643924090406,11.847102361713635,0.005,0.8166666666666667,1.0,15.0
20250003196,2025-01-01 16:48:00,2025-01-01 16:56:00,Faro,37.1946700000763,-8.44790500005086,12.1899995803833,37.0,294.200012207031,4.13000011444092,56.2999992370605,87.8000030517578,-2.52125,10.2506,21.833643916106052,54.429643924090406,11.847102361713635,0.001,0.13333333333333333,1.0,16.0
20250003416,2025-01-01 17:44:00,2025-01-01 18:58:00,Aveiro,40.8661929999457,-8.50625200006697,4.07000017166138,13.1999998092651,44.5999984741211,3.0,15.1999998092651,85.3000030517578,216.007,12.7594,21.833643916106052,54.429643924090406,11.847102361713635,0.001,1.2333333333333334,1.0,17.0
20250003515,2025-01-01 18:15:00,2025-01-01 20:51:00,Viana do Castelo,41.9436111111111,-8.57861111111111,3.15000009536743,6.69999980926514,24.2000007629395,3.44000005722046,7.90000009536743,85.0999984741211,413.059,25.2094,21.833643916106052,54.429643924090406,11.847102361713635,2.4579373049736,2.6,1.0,18.0
20250003575,2025-01-01 18:34:00,2025-01-01 19:19:00,Porto,41.3006470000082,-8.27669500033061,1.66999995708466,7.09999990463257,25.7999992370605,2.16000008583069,8.39999961853027,82.9000015258789,287.142,10.6905,21.833643916106052,54.429643924090406,11.847102361713635,0.0575,0.75,1.0,18.0
20250003576,2025-01-01 18:36:00,2025-01-01 21:10:00,Beja,37.4630555555556,-8.48555555555556,10.0900001525879,30.1000003814697,478.100006103516,3.47000002861023,52.0,87.9000015258789,84.7763,12.706,21.833643916106052,54.429643924090406,11.847102361713635,0.08,2.566666666666667,1.0,18.0
20250006473,2025-01-02 12:38:00,2025-01-02 14:43:00,Viseu,41.0161111111111,-8.15194444444444,3.97000002861023,11.8999996185303,28.0,3.36999988555908,11.8999996185303,85.9000015258789,447.733,30.2753,21.833643916106052,54.429643924090406,11.847102361713635,0.912,2.0833333333333335,1.0,12.0
20250006832,2025-01-02 13:48:00,2025-01-02 14:21:00,Beja,37.6253450001611,-7.99959499994914,9.02999973297119,27.2000007629395,529.599975585938,3.21000003814697,48.2000007629395,85.5999984741211,175.218,5.09312,21.833643916106052,54.429643924090406,11.847102361713635,0.1,0.55,1.0,13.0
20250007072,2025-01-02 14:44:00,2025-01-02 16:27:00,Braga,41.7039599998792,-8.51541700045268,2.46000003814697,7.40000009536743,23.7999992370605,2.76999998092651,8.30000019073486,84.0999984741211,468.749,24.2526,21.833643916106052,54.429643924090406,11.847102361713635,1.02367392187119,1.7166666666666666,1.0,14.0
20250007145,2025-01-02 14:57:00,2025-01-02 17:34:00,Aveiro,40.5184270000458,-8.65875799973806,5.30000019073486,12.0,112.300003051758,3.36999988555908,19.0,84.5,55.8331,2.02185,21.833643916106052,54.429643924090406,11.847102361713635,0.505034672546387,2.6166666666666667,1.0,14.0
